0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003472	0.003471	0.000001
0.003472	0.003472	0.000000
0.003473	0.003473	0.000000
0.003474	0.003474	0.000000
0.003475	0.003475	0.000000
0.003476	0.003476	0.000000
0.003478	0.003478	0.000000
0.003481	0.003481	0.000000
0.003484	0.003484	0.000000
0.003488	0.003488	0.000000
0.003494	0.003495	0.000001
0.003501	0.003502	0.000001
0.003510	0.003512	0.000002
0.003522	0.003523	0.000001
0.003540	0.003543	0.000003
0.003563	0.003565	0.000002
0.003592	0.003596	0.000004
0.003629	0.003631	0.000002
0.003674	0.003679	0.000005
0.003728	0.003731	0.000003
0.003795	0.003802	0.000007
0.003876	0.003879	0.000003
0.003970	0.003979	0.000009
0.004083	0.004089	0.000006
0.004219	0.004232	0.000013
0.004382	0.004390	0.000008
0.004574	0.004618	0.000044
0.004800	0.004883	0.000083
0.005067	0.005148	0.000081
0.005749	0.005778	0.000029
0.006182	0.006205	0.000023
0.007293	0.007327	0.000034
0.008000	0.008053	0.000053
0.008831	0.008879	0.000048
0.009806	0.009875	0.000068
0.010946	0.011011	0.000064
0.012274	0.012359	0.000084
0.013811	0.013894	0.000082
0.015576	0.015668	0.000091
0.017581	0.017671	0.000088
0.019811	0.019845	0.000033
0.022188	0.022196	0.000008
0.024498	0.024256	0.000236
0.026338	0.025987	0.000342
0.027119	0.026480	0.000622
0.026244	0.025454	0.000770
0.023436	0.023059	0.000368
0.019138	0.018840	0.000292
0.014476	0.014777	0.000297
0.010476	0.010937	0.000456
0.007650	0.008017	0.000364
0.006113	0.006547	0.000431
0.005419	0.005440	0.000021
0.004965	0.004960	0.000005
0.004436	0.004363	0.000073
0.003603	0.003547	0.000056
0.002719	0.002737	0.000018
0.001881	0.001940	0.000059
0.001224	0.001283	0.000059
0.000907	0.000944	0.000037
0.000611	0.000653	0.000042
0.000427	0.000481	0.000054
0.000314	0.000332	0.000018
0.000144	0.000246	0.000102
0.000057	0.000159	0.000102
0.000022	0.000073	0.000051
0.000006	0.000006	0.000000
0.000008	0.000007	0.000001
0.000006	0.000006	0.000000
0.000006	0.000003	0.000003
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
