1.526569	0.070780	1.432970	0.058692	1.437027	0.057239
0.000000	0.000000	1.525351	0.069330	1.533027	0.075013
0.000000	0.000000	1.555157	0.079171	1.551401	0.080053
0.000000	0.000000	1.422213	0.057321	1.452717	0.063144
0.000000	0.000000	1.283057	0.039117	1.335866	0.047047
0.339864	0.034389	0.276335	0.030681	0.275645	0.030385
0.001126	0.001837	0.000339	0.001002	0.000168	0.000802
0.000000	0.000000	0.001078	0.001892	0.001544	0.002055
0.000000	0.000000	0.000646	0.001424	0.000711	0.001478
0.000000	0.000000	0.178692	0.022839	0.178130	0.023306
0.000000	0.000000	0.159093	0.022117	0.160503	0.021301
0.000000	0.000000	0.330327	0.031762	0.323128	0.033330
0.000000	0.000000	0.288151	0.031841	0.274021	0.029640
0.000000	0.000000	0.617543	0.033149	0.612986	0.034257
0.000000	0.000000	1.028268	0.003298	0.993791	0.001503
0.000000	0.000000	0.370129	0.035157	0.385968	0.036448
0.000000	0.000000	0.932321	0.009973	0.877660	0.014524
