1.331500	0.020299
1.357763	0.018107
1.384025	0.015891
1.410288	0.013865
1.436551	0.012131
1.462813	0.010704
1.489076	0.009554
1.515338	0.008640
1.541601	0.007932
1.567864	0.007396
1.594126	0.006997
1.620389	0.006699
1.646652	0.006470
1.672914	0.006291
1.699177	0.006145
1.725439	0.006025
1.751702	0.005924
1.777965	0.005839
1.804227	0.005766
1.830490	0.005703
1.856753	0.005648
1.883015	0.005599
1.909278	0.005556
1.935540	0.005517
1.961803	0.005481
1.988066	0.005449
2.014328	0.005419
2.040591	0.005392
2.066854	0.005367
2.093116	0.005343
2.119379	0.005321
2.145641	0.005300
2.171904	0.005280
2.198167	0.005262
2.224429	0.005244
2.250692	0.005228
2.276955	0.005212
2.303217	0.005196
2.329480	0.005182
2.355742	0.005168
2.382005	0.005155
2.408268	0.005142
2.434530	0.005130
2.460793	0.005118
2.487056	0.005107
2.513318	0.005096
2.539581	0.005085
2.565843	0.005075
2.592106	0.005065
2.618369	0.005056
2.644631	0.005047
2.670894	0.005038
2.697157	0.005029
2.723419	0.005021
2.749682	0.005012
2.775944	0.005004
2.802207	0.004997
2.828470	0.004989
2.854732	0.004982
2.880995	0.004975
2.907258	0.004968
2.933520	0.004961
2.959783	0.004955
2.986045	0.004948
3.012308	0.004942
3.038571	0.004936
3.064833	0.004930
3.091096	0.004924
3.117359	0.004919
3.143621	0.004913
3.169884	0.004908
3.196146	0.004902
3.222409	0.004897
3.248672	0.004892
3.274934	0.004887
3.301197	0.004882
3.327460	0.004877
3.353722	0.004873
3.379985	0.004868
3.406247	0.004864
3.432510	0.004859
3.458773	0.004855
3.485035	0.004850
3.511298	0.004846
3.537561	0.004842
3.563823	0.004838
3.590086	0.004834
3.616348	0.004830
3.642611	0.004826
3.668874	0.004823
3.695136	0.004819
3.721399	0.004815
3.747662	0.004812
3.773924	0.004808
3.800187	0.004805
3.826449	0.004801
3.852712	0.004798
3.878975	0.004795
3.905237	0.004791
3.931500	0.004788
