1.331500	0.004207
1.357763	0.004333
1.384025	0.004476
1.410288	0.004640
1.436551	0.004827
1.462813	0.005035
1.489076	0.005268
1.515338	0.005527
1.541601	0.005815
1.567864	0.006134
1.594126	0.006484
1.620389	0.006869
1.646652	0.007291
1.672914	0.007751
1.699177	0.008251
1.725439	0.008794
1.751702	0.009379
1.777965	0.010006
1.804227	0.010677
1.830490	0.011389
1.856753	0.012142
1.883015	0.012934
1.909278	0.013761
1.935540	0.014620
1.961803	0.015508
1.988066	0.016418
2.014328	0.017345
2.040591	0.018282
2.066854	0.019220
2.093116	0.020152
2.119379	0.021067
2.145641	0.021955
2.171904	0.022804
2.198167	0.023605
2.224429	0.024347
2.250692	0.025020
2.276955	0.025617
2.303217	0.026132
2.329480	0.026562
2.355742	0.026905
2.382005	0.027162
2.408268	0.027335
2.434530	0.027430
2.460793	0.027451
2.487056	0.027406
2.513318	0.027302
2.539581	0.027145
2.565843	0.026944
2.592106	0.026705
2.618369	0.026433
2.644631	0.026136
2.670894	0.025817
2.697157	0.025481
2.723419	0.025132
2.749682	0.024773
2.775944	0.024408
2.802207	0.024038
2.828470	0.023666
2.854732	0.023295
2.880995	0.022924
2.907258	0.022556
2.933520	0.022192
2.959783	0.021832
2.986045	0.021478
3.012308	0.021130
3.038571	0.020789
3.064833	0.020455
3.091096	0.020128
3.117359	0.019808
3.143621	0.019496
3.169884	0.019191
3.196146	0.018894
3.222409	0.018605
3.248672	0.018324
3.274934	0.018050
3.301197	0.017783
3.327460	0.017524
3.353722	0.017272
3.379985	0.017027
3.406247	0.016789
3.432510	0.016557
3.458773	0.016332
3.485035	0.016114
3.511298	0.015901
3.537561	0.015694
3.563823	0.015494
3.590086	0.015299
3.616348	0.015109
3.642611	0.014925
3.668874	0.014746
3.695136	0.014572
3.721399	0.014402
3.747662	0.014237
3.773924	0.014077
3.800187	0.013921
3.826449	0.013769
3.852712	0.013621
3.878975	0.013478
3.905237	0.013338
3.931500	0.013201
